id,SpeciesName,ResearchedBy,DataSuppliedBy,RefereedBy,Phylum,Class,Ordr,Family,Genus,Species,FoodType,Size,Flexibility,Fragility,Habit,Bioturbator,GrowthRate,DispPotAdult,Dependency,Sociability,Regeneration,Toxic,LifeSpan,Maturity,GenerationTime,ReprodFreq,ReprodSeason,LarvalSettlePeriod,Fecundity,EggSize,FertilizationType,DispPotLarvae,LarvalSettlingTime,ReprodLocation,BiogeographicRange,DepthRange,Migratory,biozone,devmech,envpos,feedingmethod,growthform,mobility,physpref,reprodtype,salinity,substratum,waterflow,waveexp
6468,"Saxicavella jeffreysi","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Myoida,Hiatellidae,Saxicavella,jeffreysi,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6077,"Scalibragma spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Opheliida,Scalibregmatidae,Scalibregma,,Detritus,Small-medium(3-10cm),"High (>45 degrees)",Intermediate,"Free living",,"Not researched","Not researched",Independent,Solitary,0,"Not researched","1-2 years","Insufficient information","Not researched",,"October to December","October to December","Insufficient information","Up to 160 &#181;m",External,"Not researched","Insufficient information","Water column","Not researched","Not researched",,,,Infaunal,"Surface deposit feeder, Sub-surface deposit feeder","Vermiform segmented",Burrower,,Gonochoristic,,"Muddy gravel, Mud",,
6469,"Scalibregma inflatum","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Opheliida,Scalibregmatidae,Scalibregma,inflatum,,Small-medium(3-10cm),,,,,,,,Solitary,,,,,," ",,,,,,,,,,,"Insufficient info.",,,,"Surface deposit feeder, Sub-surface deposit feeder",,Burrower,,,,,,
6019,"Scaphander lignarius","Charlotte Marshall",<em>MarLIN</em>,"This information is not refereed.",Mollusca,Gastropoda,Cephalaspidea,Scaphandridae,Scaphander,lignarius,,Small-medium(3-10cm),"None (< 10 degrees)",Intermediate,"Free living",,,100-1000m,Independent,Solitary,,,"Insufficient information","Insufficient information","Insufficient information",,,,,,,"Insufficient information","Insufficient information",,"Not researched","Sublittoral to 700 m (Hayward & Ryland, 1995b).",,,,,Predator,Globose,Burrower,,,,"Muddy sand",,
6470,"Scaphander spp.","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Gastropoda,Cephalaspidea,Cylichnidae,Scaphander,,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,"0 - 700 m",,,,,,,,,,,,,
6123,"Schistomysis spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Crustacea,Eumalacostraca,Mysidacea,Mysidae,Schistomysis,,,Small(1-2cm),"High (>45 degrees)",Intermediate,"Free living",,,,Independent,Gregarious,0,,"<1 year","<1 year","<1 year","Annual episodic","See additional information","See additional information",10-30,0.55mm,Internal,<10m,"11-30 days","As adult",,,,,"Oviparous, Brooding",,,,"Swimmer, Crawler",,Gonochoristic,,,,
6471,"Scolelepis bonnieri","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,bonnieri,,Small-medium(3-10cm),,,,,,,,Solitary,,,,,," ",,,,,,,,,,,"Insufficient info.",,,,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder",,"Swimmer, Burrower",,,,,,
6472,"Scolelepis foliosa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,foliosa,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6473,"Scolelepis squamata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,squamata,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6367,"Scolelepsis fuliginosa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Spionida,Spionidae,Scolelepis,fuliginosa,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6020,"Scoloplos armiger","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Orbiniida,Orbiniidae,Scoloplos,armiger,"Insufficient information","Medium(11-20 cm)","High (>45 degrees)",Fragile,"Burrow dwelling","Diffusive mixing","Insufficient information",100-1000m,Independent,Solitary,,,"3-5 years","1-2 years","Insufficient information","Annual episodic","Insufficient information","Insufficient information",,,"Insufficient information","See additional information","11-30 days","See additional information","Not researched",,"Non-migratory / Resident",,"Lecithotrophic, Direct Development",Infaunal,"Surface deposit feeder, Sub-surface deposit feeder","Vermiform segmented",Burrower,,Gonochoristic,,"Coarse clean sand, Fine clean sand, Muddy sand",,
4223,"Semibalanus balanoides","Nicola White",<em>MarLIN</em>,"Prof. Alan J. Southward",Crustacea,Maxillopoda,Thoracica,Archaeobalanidae,Semibalanus,balanoides,"Zooplankton, detritus",Small(1-2cm),"None (< 10 degrees)",Robust,Attached,"Not relevant","23 - 160 &#181;m/day",None,Independent,Gregarious,0,,"6-10 years","1 year","1-2 years","Annual episodic","Spawn February to April","Insufficient information","Up to 10,000 eggs/brood","Insufficient information",Internal,>10km,"1-2 months","Water column","Not researched","Not relevant","Non-migratory / Resident","Upper Eulittoral, Mid Eulittoral, Lower Eulittoral","Planktotrophic, Lecithotrophic",Epifaunal,"Passive suspension feeder, Active suspension feeder",Conical,"Permanent attachment","Strait / sound, Sealoch, Ria / Voe, Estuary, Open coast","Permanent hermaphrodite","Reduced (18-30 psu), Full (30-40 psu), Variable (18-40 psu)","Bedrock, Large to very large boulders, Small boulders, Cobbles, Pebbles, Artificial (e.g. metal/wood/concrete)","Very Strong (>6 kn), Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn)","Extremely Exposed, Very Exposed, Exposed, Moderately Exposed, Sheltered, Very Sheltered, Extremely Sheltered, Ultra Sheltered"
6141,"Sepiola spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Mollusca,Cephalopoda,Sepiolida,Sepiolidae,Sepiola,,,Small(1-2cm),"Low (10-45 degrees)",Intermediate,"Free living",,,,Independent,Solitary,0,,"1-2 years","<1 year","<1 year","See additional information",Summer,"Not relevant","See additional information",2.5-5mm,Internal,"Not relevant","2-10 days","Sediment surface",,,,,"Oviparous, Direct Development, Planktotrophic",,,,Swimmer,,Gonochoristic,,,,
4310,"Serpula vermicularis","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Sabellida,Serpulidae,Serpula,vermicularis,Detritus,Small-medium(3-10cm),"Insufficient information",Fragile,Tubiculous,"Not relevant","mean of 9 mm of tube/month",None,Independent,Solitary,0,,"3-5 years","1 year","Insufficient information"," ","Summer months","See additional text",,,"Insufficient information","Insufficient information",,"Insufficient information","Not researched",,"Non-migratory / Resident","Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore",Planktotrophic,"Epifaunal, Epibenthic, Epilithic","Passive suspension feeder, Active suspension feeder","Vermiform segmented","Permanent attachment","Open coast, Offshore seabed, Strait / sound, Sealoch, Estuary",Gonochoristic,"Full (30-40 psu)","Other species (see additional information), Artificial (e.g. metal/wood/concrete), Bedrock, Biogenic reef, Large to very large boulders, Small boulders, Pebbles, Cobbles","Weak (<1 kn)","Moderately Exposed, Sheltered, Very Sheltered"
6032,"Sertularia cupressina","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Cnidaria,Leptolida,Conica,Plumulariidae,Sertularia,cupressina,Zooplankton,Large(>50cm),"High (>45 degrees)",Fragile,Erect,"Not relevant","Not researched","Not researched",Independent,Colonial,1,"Not researched","See additional information","<1 year","Not researched","Annual protracted",Continuous,Continuous,"Insufficient information","Insufficient information",External,"Not researched","11-30 days","As adult",Temperate.,"Extreme low water spring tidal reach to 100 m or more.","Non-migratory / Resident",,Brooding,"Epifaunal, Epilithic",Predator,Dendroid,"Permanent attachment","Estuary, Enclosed coast / Embayment",Gonochoristic,"Reduced (18-30 psu), Low (<18 psu)","Bedrock, Large to very large boulders, Cobbles, Small boulders",,
6474,"Siboglinum spp.","Lizzie Tyler","University of Sheffield","This information is not refereed.",Pogonophora,Frenulatea,Athecanephria,Siboglinidae,Siboglinum,,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,"950 - 1800 m",,,,,,,,,,,,,
6475,"Sigalion mathildae","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sigalion,mathildae,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6081,"Solecurtus spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Mollusca,Pelecypoda,Veneroida,Psammobiidae,Solecurtus,,"Detritus, diatoms.",Small-medium(3-10cm),"None (< 10 degrees)",Intermediate,"Free living",,"Not researched","Not researched",Independent,Solitary,0,"Not researched","Insufficient information","Insufficient information","Not researched",,"Insufficient information","Insufficient information","Insufficient information","Insufficient information",External,"Not researched","Insufficient information","As adult","Temperate to warm temperate.","Low water to 20 m.","Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral",Planktotrophic,Infaunal,"Surface deposit feeder, Active suspension feeder",Bivalved,Burrower,,"Permanent hermaphrodite","Full (30-40 psu), Variable (18-40 psu)","Gravel / shingle, Coarse clean sand, Fine clean sand, Muddy sand, Mixed",,
6476,"Solen marginatus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Solenidae,Solen,marginatus,,"Medium(11-20 cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6188,"Spatangus purpureus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Echinodermata,Echinoidea,Spatangoida,Spatangidae,Spatangus,purpureus,"Organic detritus","Medium(11-20 cm)","None (< 10 degrees)",Fragile,"Free living","Not relevant","Not researched","Not researched",Independent,Solitary,0,0,"11-20 years","3-5 years","Not researched","Annual protracted","May to July","June to August",,,External,"Not researched",,"As adult","Temperate to warm temperate.","0 - 900 m","Non-migratory / Resident","Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore, Bathybenthic (Bathyal)",Planktotrophic,Infaunal,"Surface deposit feeder, Sub-surface deposit feeder","Radial, Globose","Crawler, Burrower","Open coast, Offshore seabed, Strait / sound, Estuary, Enclosed coast / Embayment",Gonochoristic,"Full (30-40 psu)","Gravel / shingle, Muddy gravel, Coarse clean sand, Muddy sand, Gravelley sand","Field unresearched","Moderately Exposed, Sheltered, Very Sheltered"
6477,"Sphaerodoridium claparedeii","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,Sphaerodoridium,claparedeii,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6478,"Sphaerosyllis bulbosa","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Syllidae,Sphaerosyllis,bulbosa,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Predator, Scavenger",,,,,,,,
6479,"Sphaerosyllis hystrix","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Syllidae,Sphaerosyllis,hystrix,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,"Not relevant",,,,,,"Direct Development",,,,,,,,,,
6055,"Sphaerosyllis spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Phyllodocida,Syllidae,Sphaerosyllis,,"Small invertebrates","Very small(<1cm)","High (>45 degrees)",Fragile,"Free living",,"Not researched","Not researched",,Solitary,0,"Not researched","Insufficient information","Insufficient information","Not researched",,"May to June",June,40,"110 &#181;m",,"Not researched","Not relevant","Water column","Not researched","Not researched",,,"Direct Development",,Predator,"Vermiform segmented",Crawler,,Gonochoristic,,"Gravel / shingle, Mud",,
6480,"Sphenia binghami","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Myoida,Myidae,Sphenia,binghami,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6083,"Sphenia spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Mollusca,Pelecypoda,Myoida,Myidae,Sphenia,,"Phytoplankton, detritus.",Small(1-2cm),"None (< 10 degrees)",Intermediate,Attached,,"Not researched","Not researched",Independent,Solitary,0,"Not researched","Insufficient information","Insufficient information","Not researched",,"Insufficient information","Insufficient information","Insufficient information","Insufficient information",External,"Not researched","Insufficient information","As adult",Temperate.,"MTL to 40 m.","Non-migratory / Resident","Mid Eulittoral, Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Planktotrophic,Infaunal,"Active suspension feeder",Bivalved,Burrower,,"Permanent hermaphrodite","Full (30-40 psu), Variable (18-40 psu)","Coarse clean sand, Fine clean sand, Muddy sand, Algae, Crevices / fissures",,
4406,"Spio filicornis","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Spionida,Spionidae,Spio,filicornis,Detritus,Small-medium(3-10cm),"High (>45 degrees)",Fragile,Tubiculous,"Not researched","Data deficient",100-1000m,Independent,Solitary,0,,"1 year","<1 year","<1 year","Annual protracted","January to September","Insufficient information",400,"85 &#181;m diameter","Insufficient information",>10km,"2-10 days","Adult burrow","Not researched",,"Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral",Planktotrophic,Infaunal,"Surface deposit feeder, Sub-surface deposit feeder","Vermiform segmented, Tubicolous",Burrower,"Open coast, Strait / sound, Enclosed coast / Embayment",Gonochoristic,"Full (30-40 psu), Variable (18-40 psu)","Coarse clean sand, Fine clean sand, Mud, Muddy sand","Weak (<1 kn), Very Weak (negligible)","Sheltered, Very Sheltered, Extremely Sheltered, Ultra Sheltered"
6528,"Spio martinensis","Dan Bayley",MBA,"This information is not refereed.",Annelida,Polychaeta,Spionida,Spionidae,Spio,martinensis,Detritus,Small-medium(3-10cm),,Fragile,Tubiculous,,,,Independent,Solitary,,,"1 year","<1 year","<1 year",Monotelic,"April - June, July - September.",,"up to 4400 (over 2 spawning periods)"," 130-150 &#181;m diameter",External,,,"Adult burrow",Temperate,,"Non-migratory / Resident","Upper Infralittoral, Lower Infralittoral",Planktotrophic,Infaunal,"Surface deposit feeder, Detritivore","Vermiform segmented",Burrower,,Gonochoristic,,"Coarse clean sand, Fine clean sand, Sandy mud",,
6481,"Spiochaetopterus typicus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Spionida,Chaetopteridae,Spiochaetopterus,typicus,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
4411,"Spiophanes bombyx","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Spionida,Spionidae,Spiophanes,bombyx,"Sediment particles, planktonic organisms, meiobenthic organisms (Dauer <i>et al</i>., 1981).",Small-medium(3-10cm),"High (>45 degrees)",Fragile,"Burrow dwelling","Not researched","Insufficient information",100-1000m,Independent,Solitary,0,,"See additional information",,"See additional information","Annual protracted","Insufficient information","Insufficient information",,,"Insufficient information","Insufficient information",,"Insufficient information","Not researched",,"Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral",Planktotrophic,Infaunal,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder","Tubicolous, Vermiform segmented",Burrower,"Open coast, Strait / sound, Estuary, Enclosed coast / Embayment, Sealoch",Gonochoristic,"Variable (18-40 psu), Full (30-40 psu)","Fine clean sand, Sandy mud","Moderately Strong (1-3 kn), Weak (<1 kn)","Sheltered, Very Sheltered, Extremely Sheltered, Ultra Sheltered"
6482,"Spisula elliptica","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Mactridae,Spisula,elliptica,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,"5 - 100 m",,,,,"Passive suspension feeder, Active suspension feeder",,Burrower,,,,,,
4598,"Spisula solida","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Pelecypoda,Veneroida,Mactridae,Spisula,solida,"Phytoplankton (i.e. diatoms)",Small-medium(3-10cm),"None (< 10 degrees)",Intermediate,"Burrow dwelling",,"See additional information",100-1000m,Independent,Solitary,0,,"6-10 years","1 year","Insufficient information","Annual protracted","February to June","Insufficient information",,,"Insufficient information","Insufficient information",,"Insufficient information","Not researched",,"Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral",Planktotrophic,Infaunal,"Passive suspension feeder, Active suspension feeder",Bivalved,"Crawler, Burrower","Open coast, Offshore seabed, Strait / sound",Gonochoristic,"Full (30-40 psu)","Mixed, Pebbles, Gravel / shingle, Fine clean sand","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn)","Very Exposed, Exposed, Moderately Exposed, Sheltered"
6483,"Spisula subtruncata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Mactridae,Spisula,subtruncata,,Small(1-2cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Passive suspension feeder, Active suspension feeder",,Burrower,,,,,,
6484,"Stenothoe marina","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Stenothoe,marina,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Predator, Scavenger",,"Swimmer, Crawler, Burrower",,,,,,
6485,"Stenothoe monoculoides","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Stenothoe,monoculoides,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6486,"Stenula rubrovittata","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Stenothoidae,Stenula,rubrovittata,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6487,"Sthenelais limicola","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,limicola,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6488,"Stichastrella rosea","Lizzie Tyler","University of Sheffield","This information is not refereed.",Echinodermata,Stelleroidea,Forcipulatida,Asteriidae,Stichastrella,rosea,,Medium-large(21-50cm),,,,,,,,,,,,,," ",,,,,,,,,,"4 - 430 m",,,,,,,,,,,,,
6489,"Styela coriacea","Lizzie Tyler","University of Sheffield","This information is not refereed.",Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,coriacea,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6147,"Styela spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,,,"Medium(11-20 cm)","High (>45 degrees)",Intermediate,Attached,,,,Independent,Solitary,1,,"1-2 years","<1 year","<1 year","Annual episodic","April to November","Following day",20000,"150 &#181;m",External,10-100m,"<1 day","Water column",,,,,Lecithotrophic,,,,"Permanent attachment",,"Permanent hermaphrodite",,,,
6150,"Syllides spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Annelida,Polychaeta,Phyllodocida,Syliidae,Syllides,,,Small(1-2cm),"High (>45 degrees)",Intermediate,"Free living",,,,,Solitary,1,,"Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information","Insufficient information",External,"Insufficient information","Insufficient information","Water column",,,,,"Insufficient information",,,,"Crawler, Burrower",,"Insufficient information",,,,
6051,"Syllis spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Annelida,Polychaeta,Phyllodocida,Syllidae,Syllis,,"Small invertebrates, diatoms and other algae.",Small-medium(3-10cm),"High (>45 degrees)",Intermediate,"Free living",,"Not researched",100-1000m,,Solitary,1,"Not researched","Insufficient information","<1 year","Not researched",,"Insufficient information","Insufficient information","Insufficient information","Insufficient information",External,"Not researched","Insufficient information","Water column","Not researched","Not researched",,,"Planktotrophic, Lecithotrophic, Schizotomous, Brooding",Epibenthic,"Predator, Herbivore","Vermiform segmented",Crawler,,Gonochoristic,,"Algae, Other species (see additional information)",,
6490,"Synchelidium haplocheles","Lizzie Tyler","University of Sheffield","This information is not refereed.",Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Synchelidium,haplocheles,,"Very small(<1cm)",,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
4484,"Talitrus saltator","Georgina Budd",<em>MarLIN</em>,"This information is not refereed.",Crustacea,Eumalacostraca,Amphipoda,Talitridae,Talitrus,saltator,"Partly decayed seaweed and other vegetation.",Small(1-2cm),"High (>45 degrees)",Intermediate,"Free living",,"1.3-5.5mm/100 days depending on life stage",100-1000m,Independent,Gregarious,0,,"1-2 years","<1 year","<1 year","Annual episodic","May to August","Not relevant","Up to 15 eggs per brood","Not relevant",Internal,10-100m,"Not relevant","As adult","Not researched",Supralittoral,"Non-migratory / Resident",Supralittoral,Ovoviviparous,"Epibenthic, Infaunal",Omnivore,Articulate,"Burrower, See additional information","Open coast, Strait / sound, Sealoch, Enclosed coast / Embayment",Gonochoristic,"Insufficient information",Strandline,"Not relevant","Not relevant"
6154,"Tapes spp.","Sean Lindsley-Leake",MarLIN,"This information is not refereed",Mollusca,Pelecypoda,Veneroida,Veneroidae,Tapes,,"Phytoplankton, detritus","Medium(11-20 cm)","None (< 10 degrees)",Robust,"Free living",,,,Independent,Solitary,0,,"Insufficient information","1 year","1 year","Annual episodic","July to August","July to September","Approx. 100000 oocytes per spawning","42.6 &#181;m",External,"Insufficient information","1-2 months","Water column",,,,,Lecithotrophic,,,,Crawler,,Gonochoristic,,,,
6491,"Tellina (Moerella) pygmaeus","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Tellinidae,Tellina,pygmaeus,,,,,,,,,,,,,,,," ",,,,,,,,,,,,,,,"Surface deposit feeder, Sub-surface deposit feeder",,,,,,,,
4354,"Tellina fabula","Will Rayment",<em>MarLIN</em>,"This information is not refereed.",Mollusca,Pelecypoda,Veneroida,Tellinidae,Tellina,fabula,"Phytoplankton, detritus",Small(1-2cm),"None (< 10 degrees)",Intermediate,"Burrow dwelling",,"See additional information",100-1000m,Independent,Solitary,0,,"3-5 years","1-2 years","1-2 years","Annual protracted","March to September","Insufficient information","Insufficient information","Insufficient information","Insufficient information",>10km,"11-30 days","Insufficient information","Not researched","lower shore to 55 m","Non-migratory / Resident","Mid Eulittoral, Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral",Planktotrophic,Infaunal,"Surface deposit feeder, Active suspension feeder",Bivalved,Burrower,"Open coast, Offshore seabed, Enclosed coast / Embayment",Gonochoristic,"Variable (18-40 psu), Full (30-40 psu)","Fine clean sand, Muddy sand","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn)","Very Exposed, Exposed, Moderately Exposed, Sheltered"
6080,"Tellina spp.","Dr Paul Somerfield & Prof. Richard Warwick",PML,"This information is not refereed",Mollusca,Pelecypoda,Veneroida,Tellinidae,Tellina,,"Detritus, diatoms",Small(1-2cm),"None (< 10 degrees)",Intermediate,"Free living",,"Not researched","Not researched",Independent,Solitary,0,"Not researched","6-10 years","1-2 years","Not researched",,"Insufficient information","Insufficient information","Insufficient information","Insufficient information",External,"Not researched","Insufficient information","As adult",Temperate.,"10 - 70 m.","Non-migratory / Resident","Upper Infralittoral, Lower Infralittoral, Upper Circalittoral, Lower Circalittoral, Circalittoral Offshore",Planktotrophic,Infaunal,"Surface deposit feeder, Active suspension feeder",Bivalved,Burrower,,"Permanent hermaphrodite","Full (30-40 psu)","Gravel / shingle, Coarse clean sand, Fine clean sand, Muddy sand, Mixed",,
6493,"Tellina tenuis","Lizzie Tyler","University of Sheffield","This information is not refereed.",Mollusca,Bivalvia,Veneroida,Tellinidae,Tellina,tenuis,,,,,,,,,,,,,,,," ",,,,,,,"11-30 days",,,,,,Planktotrophic,,"Passive suspension feeder, Active suspension feeder, Surface deposit feeder, Sub-surface deposit feeder",,,,,,,,
4118,"Tenellia adspersa","Nicola White",<em>MarLIN</em>,"Dr Richard S.K. Barnes",Mollusca,Gastropoda,Nudibranchia,Tergipedidae,Tenellia,adspersa,"Hydroids, especially <i> %Cordylophora caspia%, Laomeda </i>spp. and <i> %Protohydra leuckarti%</i>","Very small(<1cm)","High (>45 degrees)",Intermediate,"Free living","Not relevant","Insufficient information","Not researched",Independent,Solitary,0,,"<1 year","<1 year","<1 year","Annual protracted","Insufficient information","Insufficient information","25 to 50 eggs per spawn","Insufficient information","Insufficient information",10-100m,"Insufficient information","Insufficient information","Not researched","1 to 34 m","Non-migratory / Resident","Lower Eulittoral, Sublittoral Fringe, Upper Infralittoral","Lecithotrophic, Direct Development",Epifaunal,Predator,Lanceolate,Crawler,"Estuary, Isolated saline water (Lagoon), Enclosed coast / Embayment",Gonochoristic,"Variable (18-40 psu), Low (<18 psu)","Seagrass, Artificial (e.g. metal/wood/concrete), Algae, Small boulders, Pebbles, Cobbles","Strong (3-6 kn), Moderately Strong (1-3 kn), Weak (<1 kn)","Sheltered, Very Sheltered"
6494,"Terebellides stroemii","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,stroemii,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6495,"Tharyx spp.","Lizzie Tyler","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,,Small-medium(3-10cm),,,,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,
6496,"Thelepus spp.","Lizzie Tyler & Dan Bayley","University of Sheffield","This information is not refereed.",Annelida,Polychaeta,Terebellida,Terebellidae,Thelepus,,,"Medium(11-20 cm)",,,,,,,,,,,,,,"Annual episodic","2 - 6 months",,"51,555 - 150,000","220-400 &#181;m diameter",,,,"Brood chamber",,,,,"Lecithotrophic, Brooding",Infaunal,,"Vermiform segmented, Tubicolous",Burrower,,,,,,
4116,"Thieliana navis","Nicola White",<em>MarLIN</em>,"Dr Richard S.K. Barnes",Cnidaria,Leptolida,Filifera,Bougainvilliidae,Thieliana,navis,"No text entered","Very small(<1cm)","High (>45 degrees)",Fragile,Attached,"Not relevant","Insufficient information","Insufficient information",Independent,Colonial,0,,"Insufficient information","Insufficient information","Insufficient information",,"Insufficient information",,"Ca 8 eggs",,,"Insufficient information","Insufficient information","As adult","Not researched","Insufficient information","Non-migratory / Resident","Insufficient information","Insufficient information","Epifaunal, Epiphytic, Epilithic","Passive suspension feeder, Predator",Turf,"Permanent attachment","Isolated saline water (Lagoon)",Gonochoristic,"Reduced (18-30 psu)",Algae,"Weak (<1 kn)","Very Sheltered"
